comp_id,bioactivity,data_split,smiles,comp_id_FAIL
"CHRYSANTHEMIC ACID, ETHYL ESTER",0,validation,CCOC(=O)C1C(C=C(C)C)C1(C)C,comp1755
PRASTERONE ACETATE,0,train,CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,comp1756
METHYLPHENIDATE HYDROCHLORIDE,0,train,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,comp1757
APIGENIN DIMETHYL ETHER,0,train,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,comp1758
PHENACEMIDE,0,validation,NC(=O)NC(=O)Cc1ccccc1,comp1759
ANDIROBIN,0,validation,C=C1C(C2(C)C=CC(=O)C(C)(C)C2CC(=O)OC)CCC2(C)C(c3ccoc3)OC(=O)C3OC132,comp1760
MANNITOL,0,test,OCC(O)C(O)C(O)C(O)CO,comp1761
"7,4'-DIMETHOXYISOFLAVONE",0,train,COc1ccc(-c2coc3cc(OC)ccc3c2=O)cc1,comp1762
MINOXIDIL,0,train,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],comp1763
CHRYSOPHANOL,0,test,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,comp1764
PIOGLITAZONE HYDROCHLORIDE,0,train,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,comp1765
NICORANDIL,0,test,O=C(NCCO[N+](=O)[O-])c1cccnc1,comp1766
SINAPIC ACID METHYL ETHER,0,validation,COc1cc(C=CC(=O)O)cc(OC)c1OC,comp1767
RITANSERIN,0,train,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,comp1768
DEHYDROCHOLIC ACID,0,train,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,comp1769
ABRINE (L),0,train,CNC(Cc1c[nH]c2ccccc12)C(=O)O,comp1770
AGELASINE,0,test,CC(=CCn1c[n+](C)c2c(N)ncnc21)CCC1(C)C(C)CCC2(C)C(C)=CCCC21.[Cl-],comp1771
FENACLON,0,train,O=C(CCCl)NCCc1ccccc1,comp1772
CITRULLINE,0,train,NC(=O)NCCCC(N)C(=O)O,comp1773
APREPITANT,0,validation,CC(OC1OCCN(C(C)c2nc(=O)[nH][nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,comp1774
TOLMETIN SODIUM,0,train,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],comp1775
HAEMATOMMIC ACID,0,train,Cc1cc(O)c(C=O)c(O)c1C(=O)O,comp1776
PHYSOSTIGMINE,0,train,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,comp1777
ENALAPRIL MALEATE,0,train,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O.O=C(O)C=CC(=O)O,comp1778
CHLORINDIONE,0,validation,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,comp1779
CLOPIDOGREL SULFATE,0,train,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,comp1780
DIBENZOTHIOPHENE,0,train,c1ccc2c(c1)sc1ccccc12,comp1781
DIMETHOATE,0,train,CNC(=O)CSP(=S)(OC)OC,comp1782
PIZOTYLINE MALATE,0,test,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O,comp1783
PISCIDIC ACID,0,validation,O=C(O)C(O)C(O)(Cc1ccc(O)cc1)C(=O)O,comp1784
LINALOOL (+),0,train,C=CC(C)(O)CCC=C(C)C,comp1785
RACTOPAMINE HYDROCHLORIDE,0,train,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1.Cl,comp1786
THEOPHYLLINE,0,train,Cn1c(=O)c2[nH]cnc2n(C)c1=O,comp1787
HYDROCORTISONE VALERATE,0,train,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,comp1788
ZOLEDRONIC ACID,0,test,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,comp1789
GLUCONOLACTONE,0,train,O=C1OC(CO)C(O)C(O)C1O,comp1790
ZILEUTON,0,train,CC(c1cc2ccccc2s1)N(O)C(N)=O,comp1791
ESCULIN MONOHYDRATE,0,test,O.O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,comp1792
alpha-TOCHOPHERYL ACETATE [4mM],0,train,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,comp1793
HYDROXYUREA,0,validation,NC(=O)NO,comp1794
BROMINDIONE,0,test,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,comp1795
NORTRIPTYLINE HYDROCHLORIDE,0,train,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,comp1796
ADRENALONE HYDROCHLORIDE,0,train,CNCC(=O)c1ccc(O)c(O)c1.Cl,comp1797
CYCLAMIC ACID,0,train,O=S(=O)(O)NC1CCCCC1,comp1798
AJMALINE,0,train,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,comp1799
VERATRINE HYDROCHLORIDE,0,train,CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O.Cl,comp1800
DIHYDROGAMBOGIC ACID,0,train,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CC4CC1C(C)(C)OC2(CC=C(C)C(=O)O)C4O)C3=O,comp1801
MESOTRIONE,0,train,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,comp1802
CEDRELONE,0,train,CC1(C)C(=O)C=CC2(C)C1=C(O)C(=O)C1(C)C2CCC2(C)C(c3ccoc3)CC3OC321,comp1803
ABIETIC ACID,0,train,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,comp1804
PHENYTOIN SODIUM,0,train,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+],comp1805
MEGLUMINE,0,train,CNCC(O)C(O)C(O)C(O)CO,comp1806
ACEBUTOLOL HYDROCHLORIDE,0,train,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,comp1807
PREDNISOLONE SODIUM PHOSPHATE,0,train,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],comp1808
NEVIRAPINE,0,train,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,comp1809
CARAPIN,0,train,COC(=O)CC1C(C)(C)C(=O)C2CC3C4=CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,comp1810
CORTISONE ACETATE,0,train,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,comp1811
CEPHRADINE,0,validation,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,comp1812
METHYL PARATHIONE,0,train,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,comp1813
FELODIPINE,0,validation,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,comp1814
LIOTHYRONINE,0,train,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,comp1815
IMATINIB,0,train,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,comp1816
DEOXYGEDUNIN,0,train,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(=CC(=O)OC3c3ccoc3)C12C,comp1817
AMINOPYRINE,0,train,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,comp1818
DROSPIRENONE,0,train,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,comp1819
GRISEOFULVIN,0,train,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,comp1820
PROBUCOL,0,train,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,comp1821
OCTOPAMINE HYDROCHLORIDE,0,train,Cl.NCC(O)c1ccc(O)cc1,comp1822
SYRINGOL,0,train,COc1cccc(OC)c1O,comp1823
ISOVALERAMIDE,0,train,CC(C)CC(N)=O,comp1824
CHOLIC ACID,0,validation,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,comp1825
LOXAPINE SUCCINATE,0,train,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,comp1826
CEFPROZIL,0,train,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,comp1827
HYDROCORTISONE BUTYRATE,0,train,CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,comp1828
BURAMATE,0,train,O=C(NCc1ccccc1)OCCO,comp1829
"d,l-threo-3-HYDROXYASPARTIC ACID",0,train,NC(C(=O)O)C(O)C(=O)O,comp1830
AGOMELATINE,0,train,COc1ccc2cccc(CCNC(C)=O)c2c1,comp1831
EVERNIC ACID,0,train,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2)c(O)c1,comp1832
PROCAINE HYDROCHLORIDE,0,validation,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,comp1833
CIMETIDINE,0,validation,CNC(=NC#N)NCCSCc1nc[nH]c1C,comp1834
DIMETHYL FUMARATE,0,train,COC(=O)C=CC(=O)OC,comp1835
CYACETACIDE,0,train,N#CCC(=O)NN,comp1836
ETHACRYNIC ACID,0,train,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,comp1837
ERGOSTEROL ACETATE,0,test,CC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)C=CC(C)C(C)C)C1(C)C,comp1838
VINCRISTINE SULFATE,0,train,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,comp1839
2-THIOURACIL,0,train,Oc1ccnc(S)n1,comp1840
DEXFOSFOSERINE HYDROCHLORIDE,0,train,Cl.NC(COP(=O)(O)O)C(=O)O,comp1841
OLMESARTAN,0,train,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,comp1842
ZAPRINAST,0,train,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,comp1843
alpha-TOXICAROL (dl),0,validation,COc1cc2c(cc1OC)C1C(=O)c3c(O)cc4c(c3OC1CO2)C=CC(C)(C)O4,comp1844
CHOLEST-5-EN-3-ONE,0,validation,CC(C)CCCC(C)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,comp1845
MELEZITOSE,0,train,OCC1OC(OC2C(O)C(CO)OC2(CO)OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,comp1846
BISACODYL,0,test,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,comp1847
RISEDRONATE SODIUM,0,train,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],comp1848
FLUOROMETHOLONE,0,train,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,comp1849
OBTUSAQUINONE,0,train,COC1=CC(=O)C(O)=CC1=CC=Cc1ccccc1,comp1850
CEFSULODIN SODIUM,0,train,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1.[Na+],comp1851
SERINE (L),0,train,NC(CO)C(=O)O,comp1852
TROXIPIDE,0,train,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,comp1853
NEPAFENAC,0,train,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,comp1854
SAFROLE,0,train,C=CCc1ccc2c(c1)OCO2,comp1855
RHOIFOLIN,0,train,CC1OC(OC2C(Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)OC(CO)C(O)C2O)C(O)C(O)C1O,comp1856
METACETAMOL,0,train,CC(=O)Nc1cccc(O)c1,comp1857
"5,7,4'-TRIMETHOXYFLAVONE",0,train,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,comp1858
CLENBUTEROL HYDROCHLORIDE,0,train,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1.Cl,comp1859
DIMERCAPROL,0,train,OCC(S)CS,comp1860
"3,7-DIHYDROXYFLAVONE",0,train,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,comp1861
PYRONARIDINE TETRAPHOSPHATE,0,validation,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,comp1862
ALTRENOGEST,0,train,C=CCC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C,comp1863
ICARIIN,0,train,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,comp1864
"7,2'-DIHYDROXYFLAVONE",0,train,O=c1cc(-c2ccccc2O)oc2cc(O)ccc12,comp1865
ESCITALOPRAM OXALATE,0,train,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,comp1866
PROCARBAZINE HYDROCHLORIDE,0,train,CNNCc1ccc(C(=O)NC(C)C)cc1,comp1867
URETHANE,0,train,CCOC(N)=O,comp1868
PIRENZEPINE HYDROCHLORIDE,0,train,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl,comp1869
EUDESMIC ACID,0,train,COc1cc(C(=O)O)cc(OC)c1OC,comp1870
DEXRAZOXANE,0,validation,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,comp1871
INOSINE,0,train,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,comp1872
ALTHIAZIDE,0,train,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,comp1873
QUINAPRILAT,0,train,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,comp1874
CARBETAPENTANE CITRATE,0,test,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,comp1875
FOSFOMYCIN CALCIUM,0,train,CC1OC1P(=O)([O-])[O-].[Ca+2],comp1876
DESOXYMETASONE,0,test,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,comp1877
THONZYLAMINE HYDROCHLORIDE,0,train,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl,comp1878
VINPOCETINE,0,test,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,comp1879
DIPYROCETYL,0,train,CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O,comp1880
DROPERIDOL,0,train,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,comp1881
MEXICANOLIDE,0,train,COC(=O)CC1C(C)(C)C(=O)C2CC3=C4CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,comp1882
DIATRIZOIC ACID,0,train,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,comp1883
PROTIONAMIDE,0,train,CCCc1cc(C(N)=S)ccn1,comp1884
SULFADIAZINE,0,train,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,comp1885
PIPLARTINE,0,train,COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,comp1886
"HYDRASTINE (1R, 9S)",0,train,COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,comp1887
RALOXIFENE HYDROCHLORIDE,0,validation,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,comp1888
SPARTEINE SULFATE,0,train,C1CCN2CC3CC(CN4CCCCC34)C2C1.O=S(=O)(O)O,comp1889
RESORCINOL,0,test,Oc1cccc(O)c1,comp1890
"7,4'-DIHYDROXYFLAVONE",0,test,O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,comp1891
RAMELTEON,0,train,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,comp1892
ROFLUMILAST,0,train,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,comp1893
DIHYDROICTHYONE,0,train,COc1cc2c(cc1-c1coc3c4c(c(OC)cc3c1=O)OC(C)(C)CC4)OCO2,comp1894
SULFINPYRAZONE,0,train,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,comp1895
SUPLATAST TOSYLATE,0,test,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,comp1896
TYLOSIN TARTRATE,0,test,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC.O=C(O)C(O)C(O)C(=O)O,comp1897
CYCLANDELATE,0,train,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,comp1898
COUMARIN,0,train,O=c1ccc2ccccc2o1,comp1899
CARBIMAZOLE,0,train,CCOC(=O)n1ccn(C)c1=S,comp1900
GADOTERIDOL,0,train,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],comp1901
PYRILAMINE MALEATE,0,test,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)C=CC(=O)O,comp1902
ACEFYLLINE,0,train,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,comp1903
ACECLOFENAC,0,validation,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,comp1904
ARTEMOTIL,0,train,CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,comp1905
AVOBENZONE,0,train,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,comp1906
DABIGATRAN ETEXILATE MESYLATE,0,train,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O,comp1907
TRIMETOZINE,0,train,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,comp1908
PYRAZINAMIDE,0,train,NC(=O)c1cnccn1,comp1909
GLICLAZIDE,0,train,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,comp1910
BENDAMUSTINE HYDROCHLORIDE,0,train,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,comp1911
ACETYL HYMETOCHROME,0,validation,CC(=O)Oc1ccc2c(C)cc(=O)oc2c1,comp1912
ACETOHYDROXAMIC ACID,0,train,CC(=O)NO,comp1913
BUTENAFINE HYDROCHLORIDE,0,validation,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,comp1914
CARYOPHYLLENE [t(-)],0,validation,C=C1CC=C(C)CCC2C1CC2(C)C,comp1915
ACETYL-DIHYDRO-7-EPIKHIVORIN,0,train,CC(=O)OC1CC2CC(OC(C)=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(OC(C)=O)C5OC543)C2(C)C(OC(C)=O)C1,comp1916
4-METHOXYDALBERGIONE,0,train,C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1,comp1917
THALIDOMIDE,0,train,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,comp1918
CRUSTECDYSONE,0,train,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,comp1919
LABETALOL HYDROCHLORIDE,0,train,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,comp1920
DOXAPRAM HYDROCHLORIDE,0,train,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl,comp1921
DESLORATADINE HYDROCHLORIDE,0,validation,Cl.Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,comp1922
CYCLOPHOSPHAMIDE,0,train,O.O=P1(N(CCCl)CCCl)NCCCO1,comp1923
AMBROXOL HYDROCHLORIDE,0,train,Cl.Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,comp1924
FLUORESCEIN,0,train,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,comp1925
VERATRIC ACID,0,train,COc1ccc(C(=O)O)cc1OC,comp1926
CROMOLYN SODIUM,0,train,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],comp1927
APOCYNIN,0,train,COc1cc(C(C)=O)ccc1O,comp1928
NIMUSTINE HYDROCHLORIDE,0,train,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1.Cl,comp1929
FLUMETHASONE,0,train,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,comp1930
KHELLIN,0,test,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,comp1931
MILRINONE,0,train,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,comp1932
S-ISOCORYDINE (+),0,train,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,comp1933
RANITIDINE HYDROCHLORIDE,0,train,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,comp1934
CARAZOLOL,0,train,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,comp1935
MITOXANTRONE HYDROCHLORIDE,0,train,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,comp1936
PIROMIDIC ACID,0,train,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,comp1937
IRIDIN,0,train,COc1cc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)c(OC)c(O)c3c2=O)cc(O)c1OC,comp1938
ORNITHINE aKETOGLUTARATE,0,train,NCCCC(N)C(=O)O.NCCCC(N)C(=O)O.O=C(O)CCC(=O)C(=O)O,comp1939
ANETHOLE,0,train,CC=Cc1ccc(OC)cc1,comp1940
"1,7-DIDEACETOXY-1,7-DIOXO-3-DEACETYLKHIVORIN",0,train,CC1(C)C(O)CC(=O)C2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,comp1941
DIMETRIDAZOLE,0,train,Cc1ncc([N+](=O)[O-])n1C,comp1942
ANCITABINE HYDROCHLORIDE,0,train,Cl.N=c1ccn2c(n1)OC1C(O)C(CO)OC12,comp1943
GARCINOLIC ACID,0,train,CC(C)=CCCC1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)OC12C(=CCCC1C(C)(C)OC2(CC=C(C)C(=O)O)C(=O)O)C3=O,comp1944
BENZONATATE,0,train,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,comp1945
OXYMETAZOLINE HYDROCHLORIDE,0,train,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,comp1946
GEMCITABINE HYDROCHLORIDE,0,train,Cl.Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,comp1947
TIRATRICOL,0,train,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,comp1948
METHYL EUDESMATE,0,validation,COC(=O)c1cc(OC)c(OC)c(OC)c1,comp1949
TOPOTECAN HYDROCHLORIDE,0,train,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,comp1950
DOBUTAMINE HYDROCHLORIDE,0,train,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,comp1951
BUPIVACAINE HYDROCHLORIDE,0,train,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,comp1952
BILIRUBIN,0,train,C=CC1=C(C)C(=Cc2[nH]c(Cc3[nH]c(C=C4NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,comp1953
IMIQUIMOD HYDROCHLORIDE,0,train,CC(C)Cn1cnc2c(N)nc3ccccc3c21.Cl,comp1954
GUAIAZULENE,0,train,Cc1ccc(C(C)C)cc2c(C)ccc1-2,comp1955
GINKGOLIDE A,0,test,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,comp1956
PRAZIQUANTEL,0,train,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,comp1957
ZANAMIVIR,0,train,CC(=O)NC1C(NC(=N)N)C=C(C(=O)O)OC1C(O)C(O)CO,comp1958
ACETYLCYSTEINE,0,validation,CC(=O)NC(CS)C(=O)O,comp1959
SULFAMETHAZINE,0,train,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,comp1960
BICUCULLINE (+),0,train,CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3,comp1961
PINACIDIL,0,train,CC(NC(=NC#N)Nc1ccncc1)C(C)(C)C,comp1962
ACTINOQUINOL SODIUM,0,train,CCOc1ccc(S(=O)(=O)[O-])c2cccnc12.[Na+],comp1963
RISPERIDONE,0,train,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,comp1964
THIAMINE HYDROCHLORIDE,0,train,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],comp1965
ANISODAMINE HYDROBROMIDE (+/-),0,train,Br.CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2,comp1966
OLMESARTAN MEDOXOMIL,0,train,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,comp1967
ANTIAROL,0,test,COc1cc(O)cc(OC)c1OC,comp1968
HYDROQUINIDINE,0,test,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,comp1969
ATROPINE,0,train,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,comp1970
YOHIMBINE HYDROCHLORIDE,0,train,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21.Cl,comp1971
HUMULENE (alpha),0,validation,CC1=CCCC(C)=CCC(C)(C)C=CC1,comp1972
